PlayerID,FullName,FamilyName,GivenName,BirthDate,Position,MainTeam,TournamentsPlayed
P-74612,Hossein Kanaanizadegan,Kanaanizadegan,Hossein,1994-03-23,Defensa,Iran,1
P-58924,Harry Kane,Kane,Harry,1993-07-28,Delantero,England,2
P-63122,Viktor Kanevski,Kanevski,Viktor,1936-10-03,Delantero,Soviet Union,1
P-06709,Bong-chil Kang,Kang,Bong-chil,1943-11-07,Mediocampista,North Korea,1
P-22072,Chang-gi Kang,Kang,Chang-gi,1927-08-28,Mediocampista,South Korea,1
P-18924,Deuk-soo Kang,Kang,Deuk-soo,1961-08-16,Mediocampista,South Korea,1
P-15739,Min-soo Kang,Kang,Min-soo,1986-02-14,Defensa,South Korea,1
P-11641,Ryong-woon Kang,Kang,Ryong-woon,1942-04-25,Delantero,North Korea,1
P-87514,Lee Kang-in,Kang-in,Lee,2001-02-19,Mediocampista,South Korea,1
P-91268,Mohamed Kanno,Kanno,Mohamed,1994-09-22,Mediocampista,Saudi Arabia,2
P-98287,N'Golo Kanté,Kanté,N'Golo,1991-03-29,Mediocampista,France,1
P-91516,Nwankwo Kanu,Kanu,Nwankwo,1976-08-01,Delantero,Nigeria,3
P-12197,Maksim Kanunnikov,Kanunnikov,Maksim,1991-07-14,Delantero,Russia,1
P-25938,Jupp Kapellmann,Kapellmann,Jupp,1949-12-19,Defensa,West Germany,1
P-59270,Pantelis Kapetanos,Kapetanos,Pantelis,1983-06-08,Delantero,Greece,1
P-83726,Stefanos Kapino,Kapino,Stefanos,1994-03-18,Portero,Greece,1
P-28931,Zdzisław Kapka,Kapka,Zdzisław,1954-12-07,Delantero,Poland,1
P-17002,Vladimir Kaplichny,Kaplichny,Vladimir,1944-02-26,Defensa,Soviet Union,1
P-34606,Benő Káposzta,Káposzta,Benő,1942-06-07,Defensa,Hungary,1
P-24134,Fran Karačić,Karačić,Fran,1996-05-12,Defensa,Australia,1
P-35810,Vaios Karagiannis,Karagiannis,Vaios,1968-06-25,Defensa,Greece,1
P-17698,Giorgos Karagounis,Karagounis,Giorgos,1977-03-06,Mediocampista,Greece,2
P-39275,David Karako,Karako,David,1945-02-11,Defensa,Israel,1
P-76079,Mohammed Karam,Karam,Mohammed,1955-01-01,Mediocampista,Kuwait,1
P-39326,Jan Karaś,Karaś,Jan,1959-03-17,Delantero,Poland,1
P-80725,Stanislav Karasi,Karasi,Stanislav,1946-11-08,Delantero,Yugoslavia,1
P-68585,Kyriakos Karataidis,Karataidis,Kyriakos,1965-07-04,Defensa,Greece,1
P-04063,József Kardos,Kardos,József,1960-03-22,Defensa,Hungary,1
P-28482,Christian Karembeu,Karembeu,Christian,1970-12-03,Mediocampista,France,1
P-39513,Rudolf Kargus,Kargus,Rudolf,1952-08-15,Portero,West Germany,1
P-31903,Amir Karić,Karić,Amir,1973-12-31,Defensa,Slovenia,1
P-16416,Ali Karimi,Karimi,Ali,1978-11-08,Mediocampista,Iran,1
P-68842,Ali Karimi,Karimi,Ali,1994-02-11,Mediocampista,Iran,1
P-50973,Saud Kariri,Kariri,Saud,1980-07-08,Mediocampista,Saudi Arabia,1
P-70338,Christos Karkamanis,Karkamanis,Christos,1969-09-22,Portero,Greece,1
P-37942,Kent Karlsson,Karlsson,Kent,1945-11-25,Defensa,Sweden,2
P-01064,Orestis Karnezis,Karnezis,Orestis,1985-07-11,Portero,Greece,1
P-50864,Slah Karoui,Karoui,Slah,1951-09-11,Delantero,Tunisia,1
P-48019,Béla Kárpáti,Kárpáti,Béla,1929-09-30,Defensa,Hungary,2
P-48249,Valeri Karpin,Karpin,Valeri,1969-02-02,Mediocampista,Russia,2
P-17383,Ashraf Kasem,Kasem,Ashraf,1966-07-25,Defensa,Egypt,1
P-97548,Henryk Kasperczak,Kasperczak,Henryk,1946-07-10,Mediocampista,Poland,2
P-79202,Hamdi Kasraoui,Kasraoui,Hamdi,1983-01-18,Portero,Tunisia,1
P-55444,Hafez Kasseb,Kasseb,Hafez,not available,Mediocampista,Egypt,1
P-20553,Josip Katalinski,Katalinski,Josip,1948-05-12,Defensa,Yugoslavia,1
P-54317,Srečko Katanec,Katanec,Srečko,1963-07-16,Mediocampista,Yugoslavia,1
P-63357,Ervin Katnić,Katnić,Ervin,1921-09-02,Mediocampista,Yugoslavia,1
P-52378,Kostas Katsouranis,Katsouranis,Kostas,1979-06-21,Mediocampista,Greece,2
P-86176,Béla Katzirz,Katzirz,Béla,1953-07-27,Portero,Hungary,1
P-79597,Anzor Kavazashvili,Kavazashvili,Anzor,1940-07-19,Portero,Soviet Union,2
P-03128,Iván Kaviedes,Kaviedes,Iván,1977-10-24,Delantero,Ecuador,2
P-54298,Yoshikatsu Kawaguchi,Kawaguchi,Yoshikatsu,1975-08-15,Portero,Japan,4
P-53272,Eiji Kawashima,Kawashima,Eiji,1983-03-20,Portero,Japan,4
P-72399,Mark-Anthony Kaye,Kaye,Mark-Anthony,1994-12-02,Mediocampista,Canada,1
P-60564,Javad Kazemian,Kazemian,Javad,1981-04-23,Delantero,Iran,1
P-25070,Hossein Kazerani,Kazerani,Hossein,1947-04-13,Defensa,Iran,1
P-71920,Jacek Kazimierski,Kazimierski,Jacek,1959-08-17,Portero,Poland,2
P-70204,Seung-woon Ke,Ke,Seung-woon,1943-12-26,Mediocampista,North Korea,1
P-84878,Robbie Keane,Keane,Robbie,1980-07-08,Delantero,Republic of Ireland,1
P-91106,Roy Keane,Keane,Roy,1971-08-10,Mediocampista,Republic of Ireland,2
P-27079,Wajdi Kechrida,Kechrida,Wajdi,1995-11-05,Defensa,Tunisia,1
P-50128,Kevin Keegan,Keegan,Kevin,1951-02-14,Delantero,England,1
P-68014,Christian Keglevits,Keglevits,Christian,1961-01-29,Delantero,Austria,1
P-36812,Fritz Kehl,Kehl,Fritz,1937-07-12,Defensa,Switzerland,1
P-51287,Sebastian Kehl,Kehl,Sebastian,1980-02-13,Defensa / Mediocampista,Germany,2
P-11933,Thilo Kehrer,Kehrer,Thilo,1996-09-21,Defensa,Germany,1
P-56108,Dick Keith,Keith,Dick,1933-05-15,Defensa,Northern Ireland,1
P-84295,Piet Keizer,Keizer,Piet,1943-06-14,Delantero,Netherlands,1
P-11664,Alfred Kelbassa,Kelbassa,Alfred,1925-04-21,Delantero,West Germany,1
P-26041,Fritz Keller,Keller,Fritz,1913-08-21,Delantero,France,1
P-07553,Kasey Keller,Keller,Kasey,1969-11-29,Portero,United States,4
P-94204,Tore Keller,Keller,Tore,1905-01-04,Delantero,Sweden,2
P-33377,Alan Kelly,Kelly,Alan,1968-08-11,Portero,Republic of Ireland,2
P-98535,David Kelly,Kelly,David,1965-11-25,Delantero,Republic of Ireland,2
P-07683,Gary Kelly,Kelly,Gary,1974-07-09,Defensa,Republic of Ireland,2
P-51617,Jack Kelsey,Kelsey,Jack,1929-11-19,Portero,Wales,1
P-87506,Jean Kembo Uba-Kembo,Kembo Uba-Kembo,Jean,1947-12-27,Mediocampista,Zaire,1
P-81445,Tibor Kemény,Kemény,Tibor,1913-03-05,Delantero,Hungary,1
P-35082,Mario Kempes,Kempes,Mario,1954-07-15,Delantero,Argentina,3
P-06754,Joshua Kennedy,Kennedy,Joshua,1982-08-20,Delantero,Australia,2
P-53235,Stuart Kennedy,Kennedy,Stuart,1953-05-31,Defensa,Scotland,1
P-71673,Harry Keough,Keough,Harry,1927-11-15,Defensa,United States,1
P-90384,Martin Keown,Keown,Martin,1966-07-24,Defensa,England,2
P-53311,Attila Kerekes,Kerekes,Attila,1954-04-04,Defensa,Hungary,1
P-36123,Zoltán Kereki,Kereki,Zoltán,1953-07-13,Defensa,Hungary,1
P-63089,Tugay Kerimoğlu,Kerimoğlu,Tugay,1970-08-24,Mediocampista,Turkey,1
P-20706,Alan Kernaghan,Kernaghan,Alan,1967-04-25,Defensa,Republic of Ireland,1
P-97894,Willy Kernen,Kernen,Willy,1929-08-06,Defensa / Mediocampista,Switzerland,3
P-89971,Aleksandr Kerzhakov,Kerzhakov,Aleksandr,1982-11-27,Delantero,Russia,2
P-48811,Vladimir Kesarev,Kesarev,Vladimir,1930-02-26,Defensa,Soviet Union,1
P-46986,Stephen Keshi,Keshi,Stephen,1962-01-23,Defensa,Nigeria,1
P-15472,Erol Keskin,Keskin,Erol,1927-03-02,Delantero,Turkey,1
P-60811,Derek Kevan,Kevan,Derek,1935-03-06,Delantero,England,2
P-14290,Harry Kewell,Kewell,Harry,1978-09-22,Delantero,Australia,2
P-37893,Mateja Kežman,Kežman,Mateja,1979-04-12,Delantero,Serbia and Montenegro,1
P-21024,Abderrazak Khairi,Khairi,Abderrazak,1962-11-20,Delantero,Morocco,1
P-52257,Mohammad Khakpour,Khakpour,Mohammad,1969-02-20,Defensa,Iran,1
P-92676,Labid Khalifa,Khalifa,Labid,1955-01-01,Defensa,Morocco,1
P-02778,Saber Khalifa,Khalifa,Saber,1986-10-14,Delantero,Tunisia,1
P-12859,Ahmed Khalil,Khalil,Ahmed,1994-12-21,Delantero,Tunisia,1
P-97838,Shojae Khalilzadeh,Khalilzadeh,Shojae,1989-05-14,Defensa,Iran,1
P-27017,Fahad Khamees,Khamees,Fahad,1962-01-24,Delantero,United Arab Emirates,1
P-77154,Nasir Khamees,Khamees,Nasir,1965-08-02,Mediocampista,United Arab Emirates,1
P-48556,Moulay Khanousi,Khanousi,Moulay,1939-06-21,Defensa,Morocco,1
P-26022,Mohammad Reza Khanzadeh,Khanzadeh,Mohammad Reza,1991-05-11,Defensa,Iran,1
P-14196,Saîf-Eddine Khaoui,Khaoui,Saîf-Eddine,1995-04-27,Delantero,Tunisia,1
P-54805,Dmitri Kharine,Kharine,Dmitri,1968-08-16,Portero,Russia,1
P-56998,Rasoul Khatibi,Khatibi,Rasoul,1978-09-22,Delantero,Iran,1
P-42223,Wahbi Khazri,Khazri,Wahbi,1991-02-08,Delantero,Tunisia,2
P-32949,Musab Kheder,Kheder,Musab,1993-01-01,Defensa,Qatar,1
P-13029,Sami Khedira,Khedira,Sami,1987-04-04,Mediocampista,Germany,3
P-21865,Taha Yassine Khenissi,Khenissi,Taha Yassine,1992-01-06,Delantero,Tunisia,1
P-56334,Vagiz Khidiyatullin,Khidiyatullin,Vagiz,1959-03-03,Defensa,Soviet Union,2
P-69635,Dmitri Khlestov,Khlestov,Dmitri,1971-01-21,Mediocampista,Russia,1
P-98262,Vitaly Khmelnitsky,Khmelnitsky,Vitaly,1943-06-12,Delantero,Soviet Union,1
P-28437,Dmitri Khokhlov,Khokhlov,Dmitri,1975-12-22,Mediocampista,Russia,1
P-95677,Mohammad Khouja,Khouja,Mohammad,1982-03-15,Portero,Saudi Arabia,1
P-12810,Boualem Khoukhi,Khoukhi,Boualem,1990-07-09,Defensa,Qatar,1
P-39008,Thanduyise Khuboni,Khuboni,Thanduyise,1986-05-23,Mediocampista,South Africa,1
P-61943,Bongani Khumalo,Khumalo,Bongani,1987-01-06,Defensa,South Africa,1
P-47572,Doctor Khumalo,Khumalo,Doctor,1967-06-26,Mediocampista,South Africa,1
P-38574,Itumeleng Khune,Khune,Itumeleng,1987-06-20,Portero,South Africa,1
P-90524,Murtaz Khurtsilava,Khurtsilava,Murtaz,1943-01-05,Defensa / Mediocampista,Soviet Union,2
P-57969,Galimzyan Khusainov,Khusainov,Galimzyan,1937-06-27,Mediocampista / Delantero,Soviet Union,2
P-48433,Sung-yueng Ki,Ki,Sung-yueng,1989-01-24,Mediocampista,South Korea,3
P-11241,Wim Kieft,Kieft,Wim,1962-11-12,Delantero,Netherlands,1
P-88416,Leopold Kielholz,Kielholz,Leopold,1911-06-09,Delantero,Switzerland,2
P-79072,Dean Kiely,Kiely,Dean,1970-10-10,Portero,Republic of Ireland,1
P-08312,Isaac Kiese Thelin,Kiese Thelin,Isaac,1992-06-24,Delantero,Sweden,1
P-88148,Stefan Kießling,Kießling,Stefan,1984-01-25,Delantero,Germany,1
P-51305,Anker Kihle,Kihle,Anker,1917-04-19,Portero,Norway,1
P-22071,Magnus Kihlstedt,Kihlstedt,Magnus,1972-02-29,Portero,Sweden,1
P-64962,Kiko,Kiko,not applicable,1972-04-26,Delantero,Spain,1
P-32499,Kevin Kilbane,Kilbane,Kevin,1977-02-01,Mediocampista,Republic of Ireland,1
P-90951,Chris Killen,Killen,Chris,1981-10-08,Delantero,New Zealand,1
P-30336,Daniel Killer,Killer,Daniel,1949-12-21,Defensa,Argentina,1
P-16139,Bo-kyung Kim,Kim,Bo-kyung,1989-10-06,Mediocampista,South Korea,2
P-52780,Bong-hwan Kim,Kim,Bong-hwan,1939-07-04,Mediocampista,North Korea,1
P-84722,Byung-ji Kim,Kim,Byung-ji,1970-04-08,Portero,South Korea,2
P-19142,Chang-soo Kim,Kim,Chang-soo,1985-09-12,Defensa,South Korea,1
P-65040,Do-heon Kim,Kim,Do-heon,1982-07-14,Mediocampista,South Korea,1
P-02853,Do-hoon Kim,Kim,Do-hoon,1970-07-21,Delantero,South Korea,1
P-54653,Do-keun Kim,Kim,Do-keun,1972-03-02,Mediocampista,South Korea,1
P-61550,Dong-jin Kim,Kim,Dong-jin,1982-01-29,Defensa,South Korea,2
P-96457,Hyung-il Kim,Kim,Hyung-il,1984-04-27,Defensa,South Korea,1
P-30708,Jae-sung Kim,Kim,Jae-sung,1983-10-03,Mediocampista,South Korea,1
P-15820,Ji-sung Kim,Kim,Ji-sung,1924-11-07,Mediocampista,South Korea,1
P-29757,Jin-hyeon Kim,Kim,Jin-hyeon,1987-07-06,Portero,South Korea,1
P-76780,Jin-kyu Kim,Kim,Jin-kyu,1985-02-16,Defensa,South Korea,1
P-19309,Jong-boo Kim,Kim,Jong-boo,1965-11-03,Delantero,South Korea,1
P-95664,Joo-sung Kim,Kim,Joo-sung,1966-01-17,Mediocampista,South Korea,3
P-47942,Jung-woo Kim,Kim,Jung-woo,1982-05-09,Mediocampista,South Korea,1
P-08049,Kum-il Kim,Kim,Kum-il,1987-10-10,Mediocampista,North Korea,1
P-49251,Kyong-il Kim,Kim,Kyong-il,1988-12-11,Mediocampista,North Korea,1
P-02609,Min-woo Kim,Kim,Min-woo,1990-02-25,Defensa,South Korea,1
P-42392,Myong-gil Kim,Kim,Myong-gil,1984-10-16,Portero,North Korea,1
P-80634,Myong-won Kim,Kim,Myong-won,1983-07-15,Portero,North Korea,1
P-51785,Nam-il Kim,Kim,Nam-il,1977-03-14,Mediocampista,South Korea,3
P-53258,Pan-keun Kim,Kim,Pan-keun,1966-03-05,Defensa,South Korea,1
P-95438,Poong-joo Kim,Kim,Poong-joo,1961-10-01,Portero,South Korea,1
P-70602,Pyung-seok Kim,Kim,Pyung-seok,1958-09-22,Defensa,South Korea,1
P-99042,Sam-soo Kim,Kim,Sam-soo,1963-02-08,Mediocampista,South Korea,1
P-56299,Sang-sik Kim,Kim,Sang-sik,1976-12-17,Defensa,South Korea,1
P-42523,Seung-gyu Kim,Kim,Seung-gyu,1990-09-30,Portero,South Korea,3
P-40283,Seung-Il Kim,Kim,Seung-Il,1945-09-02,Delantero,North Korea,1
P-15736,Shin-wook Kim,Kim,Shin-wook,1988-04-14,Delantero,South Korea,2
P-96267,Tae-young Kim,Kim,Tae-young,1970-11-08,Defensa,South Korea,2
P-50318,Yong-dae Kim,Kim,Yong-dae,1979-10-11,Portero,South Korea,1
P-02525,Yong-jun Kim,Kim,Yong-jun,1983-07-19,Mediocampista,North Korea,1
P-53955,Yong-se Kim,Kim,Yong-se,1960-04-21,Delantero,South Korea,1
P-94594,Young-chul Kim,Kim,Young-chul,1976-06-30,Defensa,South Korea,1
P-07259,Young-gwon Kim,Kim,Young-gwon,1990-02-27,Defensa,South Korea,3
P-08539,Young-kwang Kim,Kim,Young-kwang,1983-06-28,Portero,South Korea,2
P-88081,Yung-kil Kim,Kim,Yung-kil,1944-01-29,Defensa,North Korea,1
P-30316,Joshua Kimmich,Kimmich,Joshua,1995-02-08,Defensa / Mediocampista,Germany,2
P-17174,Presnel Kimpembe,Kimpembe,Presnel,1995-08-13,Defensa,France,1
P-73517,Ove Kindvall,Kindvall,Ove,1943-05-16,Mediocampista / Delantero,Sweden,2
P-53409,Joel King,King,Joel,2000-10-30,Defensa,Australia,1
P-16073,Ledley King,King,Ledley,1980-10-12,Defensa,England,1
P-81778,Richard Kingson,Kingson,Richard,1978-06-13,Portero,Ghana,2
P-28182,Vladimír Kinier,Kinier,Vladimír,1958-04-06,Defensa,Czechoslovakia,1
P-34285,Mark Kinsella,Kinsella,Mark,1972-08-12,Mediocampista,Republic of Ireland,1
P-07338,Antonín Kinský,Kinský,Antonín,1975-05-31,Portero,Czech Republic,1
P-67142,József Kiprich,Kiprich,József,1963-09-06,Delantero,Hungary,1
P-26718,Rosen Kirilov,Kirilov,Rosen,1973-01-04,Defensa,Bulgaria,1
P-91038,Andraž Kirm,Kirm,Andraž,1984-09-06,Mediocampista,Slovenia,1
P-09705,Ulf Kirsten,Kirsten,Ulf,1965-12-04,Delantero,Germany,2
P-48990,Iliyan Kiryakov,Kiryakov,Iliyan,1967-08-04,Defensa,Bulgaria,1
P-12102,Gerd Kische,Kische,Gerd,1951-10-23,Defensa,East Germany,1
P-79846,Nikolay Kiselyov,Kiselyov,Nikolay,1946-01-29,Mediocampista,Soviet Union,1
P-14982,Radostin Kishishev,Kishishev,Radostin,1974-07-30,Defensa,Bulgaria,1
P-55970,Imre Kiss,Kiss,Imre,1957-08-10,Portero,Hungary,1
P-53791,László Kiss,Kiss,László,1956-03-12,Delantero,Hungary,1
P-20700,Stoyan Kitov,Kitov,Stoyan,1938-08-27,Mediocampista,Bulgaria,2
P-21402,Albin Kitzinger,Kitzinger,Albin,1912-02-01,Mediocampista,Germany,1
P-44780,Jakub Kiwior,Kiwior,Jakub,2000-02-15,Defensa,Poland,1
P-42018,Hiroshi Kiyotake,Kiyotake,Hiroshi,1989-11-12,Mediocampista,Japan,1
P-25541,Peter Kjær,Kjær,Peter,1965-11-05,Portero,Denmark,2
P-14988,Simon Kjær,Kjær,Simon,1989-03-26,Defensa,Denmark,3
P-42078,Davy Klaassen,Klaassen,Davy,1993-02-21,Mediocampista,Netherlands,1
P-38099,Ivan Klasnić,Klasnić,Ivan,1980-01-29,Delantero,Croatia,1
P-79283,Kléberson,Kléberson,not applicable,1979-06-19,Mediocampista,Brazil,2
P-44327,Wolfgang Kleff,Kleff,Wolfgang,1946-11-16,Portero,West Germany,1
P-99719,Michael Klein,Klein,Michael,1959-10-10,Defensa,Romania,1
P-77815,István Klimek,Klimek,István,1913-04-15,Delantero,Romania,1
P-07544,Marino Klinger,Klinger,Marino,1936-02-07,Delantero,Colombia,1
P-91373,Jürgen Klinsmann,Klinsmann,Jürgen,1964-07-30,Delantero,Germany,3
P-33698,Bernhard Klodt,Klodt,Bernhard,1926-10-26,Delantero,West Germany,2
P-77685,Frank Klopas,Klopas,Frank,1966-09-01,Delantero,United States,1
P-99558,Tomasz Kłos,Kłos,Tomasz,1973-03-07,Defensa,Poland,1
P-27787,Miroslav Klose,Klose,Miroslav,1978-06-09,Delantero,Germany,4
P-89863,Lukas Klostermann,Klostermann,Lukas,1996-06-03,Defensa,Germany,1
P-59191,Patrick Kluivert,Kluivert,Patrick,1976-07-01,Delantero,Netherlands,1
P-26520,Kazimierz Kmiecik,Kmiecik,Kazimierz,1951-09-19,Delantero,Poland,1
P-68074,Wolfgang Knaller,Knaller,Wolfgang,1961-10-09,Portero,Austria,1
P-04672,Aleksander Knavs,Knavs,Aleksander,1975-12-05,Defensa,Slovenia,1
P-65434,Ivo Knoflíček,Knoflíček,Ivo,1962-02-23,Delantero,Czechoslovakia,1
P-09856,Jonas Knudsen,Knudsen,Jonas,1992-09-16,Defensa,Denmark,1
P-01678,Adrian Knup,Knup,Adrian,1968-07-02,Delantero,Switzerland,1
P-39863,Jeong-woon Ko,Ko,Jeong-woon,1966-06-27,Delantero,South Korea,1
P-64624,Jong-soo Ko,Ko,Jong-soo,1978-10-30,Mediocampista,South Korea,1
P-06076,Gregor Kobel,Kobel,Gregor,1997-12-06,Portero,Switzerland,1
P-04241,Stanislaus Kobierski,Kobierski,Stanislaus,1910-11-15,Delantero,Germany,1
P-57995,Ján Kocian,Kocian,Ján,1958-03-13,Defensa,Czechoslovakia,1
P-99164,István Kocsis,Kocsis,István,1949-10-06,Defensa,Hungary,1
P-07028,Sándor Kocsis,Kocsis,Sándor,1929-09-21,Delantero,Hungary,1
P-48431,Erwin Koeman,Koeman,Erwin,1961-09-20,Mediocampista,Netherlands,1
P-72919,Ronald Koeman,Koeman,Ronald,1963-03-21,Defensa,Netherlands,2
P-87563,Savvas Kofidis,Kofidis,Savvas,1961-03-21,Mediocampista,Greece,1
P-10661,Walter Kogler,Kogler,Walter,1967-12-12,Defensa,Austria,1
P-83968,Jürgen Kohler,Kohler,Jürgen,1965-10-06,Defensa,Germany,3
P-51214,Werner Kohlmeyer,Kohlmeyer,Werner,1924-04-19,Defensa,West Germany,1
P-38800,Philipp Köhn,Köhn,Philipp,1998-04-02,Portero,Switzerland,1
P-53740,Vilmos Kohut,Kohut,Vilmos,1906-07-17,Delantero,Hungary,1
P-02366,Nobuyuki Kojima,Kojima,Nobuyuki,1966-01-17,Portero,Japan,1
P-37294,Koke,Koke,not applicable,1992-01-08,Mediocampista,Spain,3
P-67113,Aleksandr Kokorin,Kokorin,Aleksandr,1991-03-19,Delantero,Russia,1
P-33059,Aleksandar Kolarov,Kolarov,Aleksandar,1985-11-10,Defensa,Serbia,2
P-96934,Sead Kolašinac,Kolašinac,Sead,1993-06-20,Defensa,Bosnia and Herzegovina,1
P-35917,Bozhil Kolev,Kolev,Bozhil,1949-05-20,Defensa,Bulgaria,1
P-84561,Hristo Kolev,Kolev,Hristo,1964-09-21,Mediocampista,Bulgaria,1
P-89534,Ivan Kolev,Kolev,Ivan,1930-11-01,Delantero,Bulgaria,2
P-15241,Todor Kolev,Kolev,Todor,1942-04-29,Defensa,Bulgaria,1
P-86801,Thanasis Kolitsidakis,Kolitsidakis,Thanasis,1966-11-20,Defensa,Greece,1
P-81477,Jan Koller,Koller,Jan,1973-03-30,Delantero,Czech Republic,1
P-32967,Karl Koller,Koller,Karl,1929-02-09,Mediocampista,Austria,2
P-66263,Walter Kollmann,Kollmann,Walter,1932-06-17,Defensa / Mediocampista,Austria,2
P-92987,Randal Kolo Muani,Kolo Muani,Randal,1998-12-05,Delantero,France,1
P-24836,Karel Kolský,Kolský,Karel,1914-09-21,Mediocampista,Czechoslovakia,1
P-75452,Andrej Komac,Komac,Andrej,1979-12-04,Mediocampista,Slovenia,1
P-46091,Yūichi Komano,Komano,Yūichi,1981-07-25,Defensa,Japan,2
P-63644,Dmitri Kombarov,Kombarov,Dmitri,1987-01-22,Defensa,Russia,1
P-18536,Daniel Kome,Kome,Daniel,1980-05-19,Mediocampista,Cameroon,1
P-43392,Slobodan Komljenović,Komljenović,Slobodan,1971-01-02,Defensa,Yugoslavia,1
P-71979,Ryszard Komornicki,Komornicki,Ryszard,1959-08-14,Mediocampista,Poland,1
P-95269,Vincent Kompany,Kompany,Vincent,1986-04-10,Defensa,Belgium,2
P-86920,Ibrahima Konaté,Konaté,Ibrahima,1999-05-25,Defensa,France,1
P-94596,Moussa Konaté,Konaté,Moussa,1993-04-03,Delantero,Senegal,1
P-62318,Friedrich Koncilia,Koncilia,Friedrich,1948-02-25,Portero,Austria,2
P-91614,Panagiotis Kone,Kone,Panagiotis,1987-07-26,Mediocampista,Greece,1
P-14175,Arouna Koné,Koné,Arouna,1983-11-11,Delantero,Ivory Coast,1
P-64184,Bakari Koné,Koné,Bakari,1981-09-17,Delantero,Ivory Coast,1
P-77484,Emmanuel Koné,Koné,Emmanuel,1986-12-31,Mediocampista,Ivory Coast,1
P-85670,Ismaël Koné,Koné,Ismaël,2002-06-16,Mediocampista,Canada,1
P-70414,Terence Kongolo,Kongolo,Terence,1994-02-14,Defensa,Netherlands,1
P-85824,Yasuyuki Konno,Konno,Yasuyuki,1983-01-25,Defensa,Japan,2
P-11877,Harald Konopka,Konopka,Harald,1952-11-18,Defensa,West Germany,1
P-91339,Otto Konrad,Konrad,Otto,1964-11-01,Portero,Austria,1
P-41753,Stanislau Konrad,Konrad,Stanislau,1913-10-23,Portero,Romania,1
P-80487,Michael Konsel,Konsel,Michael,1962-03-06,Portero,Austria,2
P-47440,Ja-cheol Koo,Koo,Ja-cheol,1989-02-27,Mediocampista,South Korea,2
P-17037,Cle Kooiman,Kooiman,Cle,1963-07-04,Defensa,United States,1
P-35705,Teun Koopmeiners,Koopmeiners,Teun,1998-02-28,Mediocampista,Netherlands,1
P-94605,Raymond Kopa,Kopa,Raymond,1931-10-13,Mediocampista / Delantero,France,2
P-64425,Vlastimil Kopecký,Kopecký,Vlastimil,1912-10-14,Mediocampista,Czechoslovakia,2
P-45405,Andreas Köpke,Köpke,Andreas,1962-03-12,Portero,Germany,3
P-40368,Kamil Kopúnek,Kopúnek,Kamil,1984-05-18,Mediocampista,Slovakia,1
P-25927,Lajos Korányi,Korányi,Lajos,1907-05-15,Defensa,Hungary,1
P-45865,Pierre Korb,Korb,Pierre,1908-04-20,Delantero,France,1
P-10030,Józef Korbas,Korbas,Józef,1914-11-11,Delantero,Poland,1
P-29913,Rasoul Korbekandi,Korbekandi,Rasoul,1953-01-27,Portero,Iran,1
P-17662,Robert Koren,Koren,Robert,1980-09-20,Mediocampista,Slovenia,1
P-94559,Bülent Korkmaz,Korkmaz,Bülent,1968-11-24,Defensa,Turkey,1
P-88486,Igor Korneev,Korneev,Igor,1967-09-04,Mediocampista,Russia,1
P-26700,Alfred Körner,Körner,Alfred,1926-02-14,Delantero,Austria,2
P-57242,Robert Körner,Körner,Robert,1924-08-21,Delantero,Austria,1
P-99442,Alexey Korneyev,Korneyev,Alexey,1939-02-06,Defensa,Soviet Union,1
P-50012,Ognjen Koroman,Koroman,Ognjen,1978-09-19,Mediocampista,Serbia and Montenegro,1
P-62981,Vladimír Kos,Kos,Vladimír,1935-08-09,Delantero,Czechoslovakia,1
P-91114,Laurent Koscielny,Koscielny,Laurent,1985-09-10,Defensa,France,1
P-41843,Willi Koslowski,Koslowski,Willi,1937-02-17,Mediocampista,West Germany,1
P-20189,Jaroslav Košnar,Košnar,Jaroslav,1930-08-17,Delantero,Czechoslovakia,1
P-24493,Kamil Kosowski,Kosowski,Kamil,1977-08-30,Mediocampista,Poland,1
P-23633,Emil Kostadinov,Kostadinov,Emil,1967-08-12,Delantero,Bulgaria,2
P-08726,Kostadin Kostadinov,Kostadinov,Kostadin,1959-06-25,Delantero,Bulgaria,1
P-53978,Josef Košťálek,Košťálek,Josef,1909-08-31,Mediocampista,Czechoslovakia,2
P-80738,Filip Kostić,Kostić,Filip,1992-11-01,Mediocampista,Serbia,2
P-76463,Aleksandar Kostov,Kostov,Aleksandar,1938-03-05,Mediocampista / Delantero,Bulgaria,2
P-80720,Dimitar Kostov,Kostov,Dimitar,1936-07-26,Defensa,Bulgaria,1
P-19443,Zdzisław Kostrzewa,Kostrzewa,Zdzisław,1955-10-26,Portero,Poland,1
P-78478,Antal Kotász,Kotász,Antal,1929-09-01,Mediocampista,Hungary,1
P-01235,Nikola Kotkov,Kotkov,Nikola,1938-12-09,Delantero,Bulgaria,1
P-36734,Rudolf Kotormány,Kotormány,Rudolf,1911-01-23,Mediocampista,Romania,1
P-56493,Sergey Kotrikadze,Kotrikadze,Sergey,1936-08-09,Portero,Soviet Union,1
P-80902,Blaise Kouassi,Kouassi,Blaise,1975-02-02,Defensa,Ivory Coast,1
P-69107,Pavel Kouba,Kouba,Pavel,1938-09-01,Portero,Czechoslovakia,1
P-21849,Mustafa Kouici,Kouici,Mustafa,1954-04-16,Defensa,Algeria,1
